WeekEnding,HSCP,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20210919,S37000006,3,Planned,,27,41,-34.1
20210919,S37000006,4,Planned,,7,18.5,-62.2
20210919,S37000006,5,Planned,,10,9.5,5.3
20210919,S37000007,1,Planned,,27,40,-32.5
20210919,S37000007,2,Planned,,11,18.5,-40.5
20210919,S37000007,3,Planned,,6,12,-50
20210919,S37000007,4,Planned,,11,14,-21.4
20210919,S37000007,5,Planned,,9,15.5,-41.9
20210919,S37000008,1,Planned,,10,14.5,-31
20210919,S37000008,2,Planned,,5,10,-50
20210919,S37000009,2,Planned,,7,22.5,-68.9
20210919,S37000009,4,Planned,,9,19,-52.6
20210919,S37000009,5,Planned,,25,48.5,-48.5
20210919,S37000010,2,Planned,,13,16,-18.8
20210919,S37000010,3,Planned,,6,10,-40
20210919,S37000010,4,Planned,,5,12,-58.3
20210919,S37000010,5,Planned,,5,12.5,-60
20210919,S37000011,2,Planned,,5,10,-50
20210919,S37000011,4,Planned,,8,21.5,-62.8
20210919,S37000011,5,Planned,,22,41,-46.3
20210919,S37000012,1,Planned,,20,37.5,-46.7
20210919,S37000012,2,Planned,,23,31,-25.8
20210919,S37000012,3,Planned,,10,28.5,-64.9
20210919,S37000012,4,Planned,,23,34.5,-33.3
20210919,S37000012,5,Planned,,62,76.5,-19
20210919,S37000013,1,Planned,,18,24.5,-26.5
20210919,S37000013,2,Planned,,19,30,-36.7
20210919,S37000013,3,Planned,,21,37,-43.2
20210919,S37000013,4,Planned,,16,16,0
20210919,S37000013,5,Planned,,10,13.5,-25.9
20210919,S37000016,1,Planned,,18,21,-14.3
20210919,S37000016,2,Planned,,26,38.5,-32.5
20210919,S37000016,3,Planned,,34,74.5,-54.4
20210919,S37000016,4,Planned,,23,54,-57.4
20210919,S37000016,5,Planned,,6,8.5,-29.4
20210919,S37000017,1,Planned,,16,30,-46.7
20210919,S37000017,3,Planned,,7,7.5,-6.7
20210919,S37000018,2,Planned,,14,21,-33.3
20210919,S37000018,3,Planned,,10,8.5,17.6
20210919,S37000018,4,Planned,,5,7.5,-33.3
20210919,S37000018,5,Planned,,5,6,-16.7
20210919,S37000019,2,Planned,,6,13,-53.8
20210919,S37000019,3,Planned,,9,15.5,-41.9
20210919,S37000019,4,Planned,,20,18,11.1
20210919,S37000020,1,Planned,,8,24,-66.7
20210919,S37000020,2,Planned,,6,14,-57.1
20210919,S37000020,4,Planned,,5,12,-58.3
20210919,S37000022,4,Planned,,10,10.5,-4.8
20210919,S37000024,1,Planned,,24,40.5,-40.7
20210919,S37000024,2,Planned,,15,33.5,-55.2
20210919,S37000024,3,Planned,,11,25.5,-56.9
20210919,S37000024,4,Planned,,7,21.5,-67.4
20210919,S37000024,5,Planned,,17,23.5,-27.7
20210919,S37000025,2,Planned,,11,15,-26.7
20210919,S37000025,3,Planned,,19,33.5,-43.3
20210919,S37000025,4,Planned,,9,20,-55
20210919,S37000026,3,Planned,,5,8,-37.5
20210919,S37000026,4,Planned,,6,9.5,-36.8
20210919,S37000027,1,Planned,,5,7,-28.6
20210919,S37000027,3,Planned,,6,16.5,-63.6
20210919,S37000028,1,Planned,,21,41.5,-49.4
20210919,S37000028,2,Planned,,34,44.5,-23.6
20210919,S37000028,3,Planned,,16,33.5,-52.2
20210919,S37000028,4,Planned,,21,39.5,-46.8
20210919,S37000028,5,Planned,,14,33,-57.6
20210919,S37000029,1,Planned,,23,39,-41
20210919,S37000029,2,Planned,,10,27.5,-63.6
20210919,S37000029,3,Planned,,8,8,0
20210919,S37000029,4,Planned,,8,6,33.3
20210919,S37000030,1,Planned,,9,13.5,-33.3
20210919,S37000030,2,Planned,,13,25,-48
20210919,S37000030,3,Planned,,9,16,-43.8
20210919,S37000030,4,Planned,,9,15,-40
20210919,S37000030,5,Planned,,11,10,10
20210919,S37000031,3,Planned,,12,28.5,-57.9
20210919,S37000032,1,Planned,,38,49,-22.4
20210919,S37000032,2,Planned,,34,59,-42.4
20210919,S37000032,3,Planned,,30,46,-34.8
20210919,S37000032,4,Planned,,41,49,-16.3
20210919,S37000032,5,Planned,,29,32,-9.4
20210919,S37000033,2,Planned,,7,13,-46.2
20210919,S37000033,3,Planned,,15,15,0
20210919,S37000033,4,Planned,,29,38.5,-24.7
20210919,S37000033,5,Planned,,16,13.5,18.5
20210919,S37000034,1,Planned,,168,303,-44.6
20210919,S37000034,2,Planned,,63,98.5,-36
20210919,S37000034,3,Planned,,46,56,-17.9
20210919,S37000034,4,Planned,,31,61,-49.2
20210919,S37000034,5,Planned,,27,34.5,-21.7
20210919,S37000035,1,Planned,,59,59,0
20210919,S37000035,2,Planned,,37,69.5,-46.8
20210919,S37000035,3,Planned,,13,34.5,-62.3
20210919,S37000035,4,Planned,,31,32,-3.1
20210919,S37000035,5,Planned,,10,22,-54.5
20210926,S37000001,1,Planned,,11,14,-21.4
20210926,S37000001,2,Planned,,12,25.5,-52.9
20210926,S37000001,3,Planned,,9,15,-40
20210926,S37000001,4,Planned,,13,10.5,23.8
20210926,S37000001,5,Planned,,21,32,-34.4
20210926,S37000002,2,Planned,,6,17,-64.7
20210926,S37000002,3,Planned,,27,41,-34.1
20210926,S37000002,4,Planned,,29,55.5,-47.7
20210926,S37000002,5,Planned,,18,36.5,-50.7
20210926,S37000003,2,Planned,,10,16.5,-39.4
20210926,S37000003,3,Planned,,15,30.5,-50.8
20210926,S37000003,4,Planned,,14,19,-26.3
20210926,S37000003,5,Planned,,10,10,0
20210926,S37000004,1,Planned,,7,8.5,-17.6
20210926,S37000004,2,Planned,,6,13,-53.8
20210926,S37000004,3,Planned,,23,41,-43.9
20210926,S37000004,4,Planned,,6,24.5,-75.5
20210926,S37000005,1,Planned,,28,20,40
20210926,S37000005,2,Planned,,27,26,3.8
20210926,S37000005,3,Planned,,23,25,-8
20210926,S37000005,4,Planned,,31,36.5,-15.1
20210926,S37000005,5,Planned,,25,26,-3.8
20210926,S37000006,1,Planned,,7,4.5,55.6
20210926,S37000006,2,Planned,,32,37.5,-14.7
20210926,S37000006,3,Planned,,31,36.5,-15.1
20210926,S37000006,4,Planned,,12,15,-20
20210926,S37000006,5,Planned,,7,9.5,-26.3
20210926,S37000007,1,Planned,,33,42.5,-22.4
20210926,S37000007,2,Planned,,9,17.5,-48.6
20210926,S37000007,3,Planned,,7,8.5,-17.6
20210926,S37000007,4,Planned,,14,5.5,154.5
20210926,S37000007,5,Planned,,7,14,-50
20210926,S37000008,1,Planned,,11,12,-8.3
20210926,S37000008,2,Planned,,8,13.5,-40.7
20210926,S37000008,3,Planned,,6,6.5,-7.7
20210926,S37000009,2,Planned,,12,13,-7.7
20210926,S37000009,4,Planned,,17,23.5,-27.7
20210926,S37000009,5,Planned,,39,52,-25
20210926,S37000010,2,Planned,,11,16.5,-33.3
20210926,S37000010,3,Planned,,10,13,-23.1
20210926,S37000010,4,Planned,,6,11,-45.5
20210926,S37000010,5,Planned,,5,7,-28.6
20210926,S37000011,2,Planned,,7,10,-30
20210926,S37000011,3,Planned,,5,10,-50
20210926,S37000011,4,Planned,,6,15.5,-61.3
20210926,S37000011,5,Planned,,22,44.5,-50.6
20210926,S37000012,1,Planned,,19,28.5,-33.3
20210926,S37000012,2,Planned,,23,31,-25.8
20210926,S37000012,3,Planned,,14,25.5,-45.1
20210926,S37000012,4,Planned,,23,39,-41
20210926,S37000012,5,Planned,,61,62,-1.6
20210926,S37000013,1,Planned,,27,32,-15.6
20210926,S37000013,2,Planned,,39,38.5,1.3
20210926,S37000013,3,Planned,,35,41.5,-15.7
20210926,S37000013,4,Planned,,17,28,-39.3
20210926,S37000013,5,Planned,,11,26,-57.7
20210926,S37000016,1,Planned,,10,15.5,-35.5
20210926,S37000016,2,Planned,,27,44.5,-39.3
20210926,S37000016,3,Planned,,41,67.5,-39.3
20210926,S37000016,4,Planned,,32,45,-28.9
20210926,S37000017,1,Planned,,13,31.5,-58.7
20210926,S37000017,3,Planned,,6,10,-40
20210926,S37000017,4,Planned,,7,9.5,-26.3
20210926,S37000017,5,Planned,,10,8,25
20210926,S37000018,1,Planned,,7,2,250
20210926,S37000018,2,Planned,,9,13.5,-33.3
20210926,S37000018,3,Planned,,10,11,-9.1
20210926,S37000018,4,Planned,,7,7,0
20210926,S37000018,5,Planned,,7,6.5,7.7
20210926,S37000019,3,Planned,,11,22,-50
20210926,S37000019,4,Planned,,12,13,-7.7
20210926,S37000019,5,Planned,,6,7.5,-20
20210926,S37000020,1,Planned,,8,20,-60
20210926,S37000020,3,Planned,,6,11.5,-47.8
20210926,S37000020,4,Planned,,6,11,-45.5
20210926,S37000024,1,Planned,,10,41,-75.6
20210926,S37000024,2,Planned,,22,42.5,-48.2
20210926,S37000024,3,Planned,,11,21.5,-48.8
20210926,S37000024,4,Planned,,11,18.5,-40.5
20210926,S37000024,5,Planned,,13,32.5,-60
20210926,S37000025,2,Planned,,5,16.5,-69.7
20210926,S37000025,3,Planned,,14,33,-57.6
20210926,S37000025,4,Planned,,18,17.5,2.9
20210926,S37000025,5,Planned,,7,5,40
20210926,S37000027,2,Planned,,7,15.5,-54.8
20210926,S37000027,5,Planned,,7,6,16.7
20210926,S37000028,1,Planned,,26,47,-44.7
20210926,S37000028,2,Planned,,31,56,-44.6
20210926,S37000028,3,Planned,,16,39,-59
20210926,S37000028,4,Planned,,16,42.5,-62.4
20210926,S37000028,5,Planned,,20,38,-47.4
20210926,S37000029,1,Planned,,22,38.5,-42.9
20210926,S37000029,2,Planned,,12,31,-61.3
20210926,S37000029,3,Planned,,6,17.5,-65.7
20210926,S37000030,1,Planned,,7,10.5,-33.3
20210926,S37000030,2,Planned,,20,22.5,-11.1
20210926,S37000030,3,Planned,,10,16.5,-39.4
20210926,S37000030,4,Planned,,14,17.5,-20
20210926,S37000030,5,Planned,,8,12,-33.3
20210926,S37000031,2,Planned,,6,3.5,71.4
20210926,S37000031,3,Planned,,13,23.5,-44.7
20210926,S37000032,1,Planned,,22,50.5,-56.4
20210926,S37000032,2,Planned,,33,47.5,-30.5
20210926,S37000032,3,Planned,,26,46.5,-44.1
20210926,S37000032,4,Planned,,29,35.5,-18.3
20210926,S37000032,5,Planned,,20,34,-41.2
20210926,S37000033,1,Planned,,6,8.5,-29.4
20210926,S37000033,3,Planned,,15,21,-28.6
20210926,S37000033,4,Planned,,23,38.5,-40.3
20210926,S37000033,5,Planned,,10,24,-58.3
20210926,S37000034,1,Planned,,204,260,-21.5
20210926,S37000034,2,Planned,,46,89,-48.3
20210926,S37000034,3,Planned,,25,65,-61.5
20210926,S37000034,4,Planned,,34,46,-26.1
20210926,S37000034,5,Planned,,24,45,-46.7
20210926,S37000035,1,Planned,,48,74,-35.1
20210926,S37000035,2,Planned,,49,65,-24.6
20210926,S37000035,3,Planned,,18,26,-30.8
20210926,S37000035,4,Planned,,20,29,-31
20210926,S37000035,5,Planned,,9,18.5,-51.4
20211003,S37000001,1,Planned,,5,8.5,-41.2
20211003,S37000001,2,Planned,,14,28,-50
20211003,S37000001,3,Planned,,8,20,-60
20211003,S37000001,4,Planned,,7,17,-58.8
20211003,S37000001,5,Planned,,22,31,-29
20211003,S37000002,2,Planned,,11,18.5,-40.5
20211003,S37000002,3,Planned,,21,25,-16
20211003,S37000002,4,Planned,,21,49,-57.1
20211003,S37000002,5,Planned,,15,24.5,-38.8
20211003,S37000003,2,Planned,,11,15,-26.7
20211003,S37000003,3,Planned,,14,20,-30
20211003,S37000003,4,Planned,,21,17.5,20
20211003,S37000003,5,Planned,,6,7.5,-20
20211003,S37000004,1,Planned,,8,9,-11.1
20211003,S37000004,3,Planned,,24,46.5,-48.4
20211003,S37000004,4,Planned,,11,19,-42.1
20211003,S37000004,5,Planned,,5,6,-16.7
20211003,S37000005,1,Planned,,12,21,-42.9
20211003,S37000005,2,Planned,,11,26,-57.7
20211003,S37000005,3,Planned,,13,30,-56.7
20211003,S37000005,4,Planned,,21,33,-36.4
20211003,S37000005,5,Planned,,5,28.5,-82.5
20211003,S37000006,1,Planned,,8,8,0
20211003,S37000006,2,Planned,,15,30.5,-50.8
20211003,S37000006,3,Planned,,28,41.5,-32.5
20211003,S37000006,4,Planned,,12,11.5,4.3
20211003,S37000007,1,Planned,,36,35.5,1.4
20211003,S37000007,2,Planned,,23,15,53.3
20211003,S37000007,3,Planned,,9,10.5,-14.3
20211003,S37000007,4,Planned,,14,14,0
20211003,S37000007,5,Planned,,7,13.5,-48.1
20211003,S37000008,2,Planned,,5,11.5,-56.5
20211003,S37000009,2,Planned,,18,22.5,-20
20211003,S37000009,4,Planned,,15,21.5,-30.2
20211003,S37000009,5,Planned,,22,46.5,-52.7
20211003,S37000010,2,Planned,,19,16.5,15.2
20211003,S37000010,3,Planned,,7,12.5,-44
20211003,S37000010,4,Planned,,10,10.5,-4.8
20211003,S37000010,5,Planned,,7,8,-12.5
20211003,S37000011,2,Planned,,6,8,-25
20211003,S37000011,5,Planned,,16,26,-38.5
20211003,S37000012,1,Planned,,13,34,-61.8
20211003,S37000012,2,Planned,,20,37.5,-46.7
20211003,S37000012,3,Planned,,16,34,-52.9
20211003,S37000012,4,Planned,,31,31,0
20211003,S37000012,5,Planned,,66,85,-22.4
20211003,S37000013,1,Planned,,22,37,-40.5
20211003,S37000013,2,Planned,,18,40.5,-55.6
20211003,S37000013,3,Planned,,14,35,-60
20211003,S37000013,4,Planned,,18,27.5,-34.5
20211003,S37000013,5,Planned,,13,24,-45.8
20211003,S37000016,1,Planned,,12,20,-40
20211003,S37000016,2,Planned,,18,33,-45.5
20211003,S37000016,3,Planned,,39,74,-47.3
20211003,S37000016,4,Planned,,30,55,-45.5
20211003,S37000016,5,Planned,,7,10.5,-33.3
20211003,S37000017,1,Planned,,14,32,-56.2
20211003,S37000017,5,Planned,,6,4,50
20211003,S37000018,2,Planned,,8,14.5,-44.8
20211003,S37000018,3,Planned,,8,11.5,-30.4
20211003,S37000018,4,Planned,,8,11.5,-30.4
20211003,S37000019,3,Planned,,10,9,11.1
20211003,S37000019,4,Planned,,12,22.5,-46.7
20211003,S37000020,1,Planned,,13,23.5,-44.7
20211003,S37000020,3,Planned,,5,9,-44.4
20211003,S37000020,4,Planned,,5,8,-37.5
20211003,S37000022,4,Planned,,9,7.5,20
20211003,S37000024,1,Planned,,18,35,-48.6
20211003,S37000024,2,Planned,,18,37.5,-52
20211003,S37000024,3,Planned,,10,23,-56.5
20211003,S37000024,4,Planned,,5,16.5,-69.7
20211003,S37000024,5,Planned,,11,22,-50
20211003,S37000025,2,Planned,,14,14,0
20211003,S37000025,3,Planned,,17,35.5,-52.1
20211003,S37000025,4,Planned,,18,20.5,-12.2
20211003,S37000027,1,Planned,,7,7,0
20211003,S37000027,4,Planned,,6,10,-40
20211003,S37000027,5,Planned,,6,6,0
20211003,S37000028,1,Planned,,32,46,-30.4
20211003,S37000028,2,Planned,,37,52.5,-29.5
20211003,S37000028,3,Planned,,16,30,-46.7
20211003,S37000028,4,Planned,,40,29,37.9
20211003,S37000028,5,Planned,,16,26.5,-39.6
20211003,S37000029,1,Planned,,17,35,-51.4
20211003,S37000029,2,Planned,,21,33,-36.4
20211003,S37000029,3,Planned,,11,16.5,-33.3
20211003,S37000029,4,Planned,,7,5.5,27.3
20211003,S37000030,1,Planned,,10,10,0
20211003,S37000030,2,Planned,,24,24,0
20211003,S37000030,3,Planned,,8,14,-42.9
20211003,S37000030,4,Planned,,15,19,-21.1
20211003,S37000030,5,Planned,,12,16.5,-27.3
20211003,S37000031,3,Planned,,24,25.5,-5.9
20211003,S37000032,1,Planned,,28,45,-37.8
20211003,S37000032,2,Planned,,33,51,-35.3
20211003,S37000032,3,Planned,,39,40.5,-3.7
20211003,S37000032,4,Planned,,16,44,-63.6
20211003,S37000032,5,Planned,,31,34,-8.8
20211003,S37000033,2,Planned,,7,14.5,-51.7
20211003,S37000033,3,Planned,,16,20.5,-22
20211003,S37000033,4,Planned,,25,29,-13.8
20211003,S37000033,5,Planned,,11,15,-26.7
20211003,S37000034,1,Planned,,162,266,-39.1
20211003,S37000034,2,Planned,,40,80.5,-50.3
20211003,S37000034,3,Planned,,39,59,-33.9
20211003,S37000034,4,Planned,,27,44.5,-39.3
20211003,S37000034,5,Planned,,31,44.5,-30.3
20211003,S37000035,1,Planned,,42,60.5,-30.6
20211003,S37000035,2,Planned,,37,58.5,-36.8
20211003,S37000035,3,Planned,,16,24,-33.3
20211003,S37000035,4,Planned,,23,37,-37.8
20211003,S37000035,5,Planned,,13,21.5,-39.5
20211010,S37000001,1,Planned,,8,13.5,-40.7
20211010,S37000001,2,Planned,,11,25,-56
20211010,S37000001,3,Planned,,8,22.5,-64.4
20211010,S37000001,4,Planned,,8,14.5,-44.8
20211010,S37000001,5,Planned,,22,28.5,-22.8
20211010,S37000002,2,Planned,,16,27.5,-41.8
20211010,S37000002,3,Planned,,17,44,-61.4
20211010,S37000002,4,Planned,,30,47,-36.2
20211010,S37000002,5,Planned,,18,32.5,-44.6
20211010,S37000003,2,Planned,,10,15,-33.3
20211010,S37000003,3,Planned,,14,20.5,-31.7
20211010,S37000003,4,Planned,,14,20.5,-31.7
20211010,S37000004,1,Planned,,8,9.5,-15.8
20211010,S37000004,2,Planned,,10,18,-44.4
20211010,S37000004,3,Planned,,27,30,-10
20211010,S37000004,4,Planned,,14,17,-17.6
20211010,S37000004,5,Planned,,11,5,120
20211010,S37000005,1,Planned,,16,17.5,-8.6
20211010,S37000005,2,Planned,,16,18,-11.1
20211010,S37000005,3,Planned,,14,11.5,21.7
20211010,S37000005,4,Planned,,14,17.5,-20
20211010,S37000005,5,Planned,,9,25,-64
20211010,S37000006,1,Planned,,11,12.5,-12
20211010,S37000006,2,Planned,,25,21.5,16.3
20211010,S37000006,3,Planned,,32,50,-36
20211010,S37000006,4,Planned,,8,18,-55.6
20211010,S37000007,1,Planned,,24,37,-35.1
20211010,S37000007,2,Planned,,15,22,-31.8
20211010,S37000007,3,Planned,,7,6.5,7.7
20211010,S37000007,4,Planned,,11,11,0
20211010,S37000007,5,Planned,,12,16.5,-27.3
20211010,S37000008,1,Planned,,5,16.5,-69.7
20211010,S37000008,2,Planned,,5,10,-50
20211010,S37000008,3,Planned,,8,9.5,-15.8
20211010,S37000008,4,Planned,,8,6.5,23.1
20211010,S37000009,2,Planned,,11,15.5,-29
20211010,S37000009,3,Planned,,6,6,0
20211010,S37000009,4,Planned,,23,15.5,48.4
20211010,S37000009,5,Planned,,30,46,-34.8
20211010,S37000010,2,Planned,,10,20.5,-51.2
20211010,S37000010,3,Planned,,8,11.5,-30.4
20211010,S37000010,4,Planned,,5,14,-64.3
20211010,S37000010,5,Planned,,5,13.5,-63
20211010,S37000011,1,Planned,,8,5.5,45.5
20211010,S37000011,2,Planned,,6,7.5,-20
20211010,S37000011,3,Planned,,22,4.5,388.9
20211010,S37000011,4,Planned,,13,16.5,-21.2
20211010,S37000011,5,Planned,,25,29.5,-15.3
20211010,S37000012,1,Planned,,24,29,-17.2
20211010,S37000012,2,Planned,,18,35.5,-49.3
20211010,S37000012,3,Planned,,17,25.5,-33.3
20211010,S37000012,4,Planned,,26,35.5,-26.8
20211010,S37000012,5,Planned,,45,88,-48.9
20211010,S37000013,1,Planned,,11,18,-38.9
20211010,S37000013,2,Planned,,19,24.5,-22.4
20211010,S37000013,3,Planned,,15,33.5,-55.2
20211010,S37000013,4,Planned,,11,20.5,-46.3
20211010,S37000013,5,Planned,,11,14.5,-24.1
20211010,S37000016,1,Planned,,14,14.5,-3.4
20211010,S37000016,2,Planned,,25,35,-28.6
20211010,S37000016,3,Planned,,56,66,-15.2
20211010,S37000016,4,Planned,,35,45,-22.2
20211010,S37000016,5,Planned,,6,11,-45.5
20211010,S37000017,1,Planned,,19,28,-32.1
20211010,S37000017,3,Planned,,7,10,-30
20211010,S37000017,4,Planned,,10,4.5,122.2
20211010,S37000017,5,Planned,,5,6,-16.7
20211010,S37000018,2,Planned,,12,16.5,-27.3
20211010,S37000018,3,Planned,,14,9.5,47.4
20211010,S37000018,5,Planned,,9,9.5,-5.3
20211010,S37000019,2,Planned,,9,7,28.6
20211010,S37000019,3,Planned,,11,18.5,-40.5
20211010,S37000019,4,Planned,,12,22,-45.5
20211010,S37000020,1,Planned,,20,19.5,2.6
20211010,S37000020,2,Planned,,6,12,-50
20211010,S37000020,3,Planned,,5,7.5,-33.3
20211010,S37000020,4,Planned,,5,7.5,-33.3
20211010,S37000020,5,Planned,,5,4,25
20211010,S37000022,2,Planned,,8,3.5,128.6
20211010,S37000022,4,Planned,,10,10.5,-4.8
20211010,S37000024,1,Planned,,26,36,-27.8
20211010,S37000024,2,Planned,,29,37.5,-22.7
20211010,S37000024,3,Planned,,27,18.5,45.9
20211010,S37000024,4,Planned,,20,19,5.3
20211010,S37000024,5,Planned,,21,22,-4.5
20211010,S37000025,2,Planned,,8,19,-57.9
20211010,S37000025,3,Planned,,21,32,-34.4
20211010,S37000025,4,Planned,,14,22,-36.4
20211010,S37000025,5,Planned,,5,6,-16.7
20211010,S37000027,2,Planned,,10,13.5,-25.9
20211010,S37000027,3,Planned,,6,12.5,-52
20211010,S37000027,4,Planned,,5,5,0
20211010,S37000028,1,Planned,,31,42,-26.2
20211010,S37000028,2,Planned,,35,42,-16.7
20211010,S37000028,3,Planned,,30,37.5,-20
20211010,S37000028,4,Planned,,31,35,-11.4
20211010,S37000028,5,Planned,,30,29.5,1.7
20211010,S37000029,1,Planned,,30,34,-11.8
20211010,S37000029,2,Planned,,39,26,50
20211010,S37000029,3,Planned,,9,7.5,20
20211010,S37000030,1,Planned,,11,18.5,-40.5
20211010,S37000030,2,Planned,,26,29,-10.3
20211010,S37000030,3,Planned,,17,19,-10.5
20211010,S37000030,4,Planned,,15,14,7.1
20211010,S37000030,5,Planned,,8,16,-50
20211010,S37000031,2,Planned,,5,4,25
20211010,S37000031,3,Planned,,25,30,-16.7
20211010,S37000032,1,Planned,,24,48.5,-50.5
20211010,S37000032,2,Planned,,31,48,-35.4
20211010,S37000032,3,Planned,,21,44,-52.3
20211010,S37000032,4,Planned,,29,43,-32.6
20211010,S37000032,5,Planned,,26,37,-29.7
20211010,S37000033,2,Planned,,11,8.5,29.4
20211010,S37000033,3,Planned,,13,21.5,-39.5
20211010,S37000033,4,Planned,,26,40.5,-35.8
20211010,S37000033,5,Planned,,15,19.5,-23.1
20211010,S37000034,1,Planned,,169,243.5,-30.6
20211010,S37000034,2,Planned,,70,91.5,-23.5
20211010,S37000034,3,Planned,,33,49,-32.7
20211010,S37000034,4,Planned,,23,39.5,-41.8
20211010,S37000034,5,Planned,,18,47,-61.7
20211010,S37000035,1,Planned,,50,73,-31.5
20211010,S37000035,2,Planned,,43,51.5,-16.5
20211010,S37000035,3,Planned,,16,30,-46.7
20211010,S37000035,4,Planned,,21,32,-34.4
20211010,S37000035,5,Planned,,10,19,-47.4
20211017,S37000001,1,Planned,,5,10,-50
20211017,S37000001,2,Planned,,19,24,-20.8
20211017,S37000001,3,Planned,,9,15.5,-41.9
20211017,S37000001,4,Planned,,9,13.5,-33.3
20211017,S37000001,5,Planned,,20,33.5,-40.3
20211017,S37000002,2,Planned,,7,14,-50
20211017,S37000002,3,Planned,,18,39,-53.8
20211017,S37000002,4,Planned,,29,48.5,-40.2
20211017,S37000002,5,Planned,,35,26,34.6
20211017,S37000003,2,Planned,,19,9,111.1
20211017,S37000003,3,Planned,,13,17.5,-25.7
20211017,S37000003,4,Planned,,21,11,90.9
20211017,S37000003,5,Planned,,8,7.5,6.7
20211017,S37000004,2,Planned,,19,12,58.3
20211017,S37000004,3,Planned,,31,35,-11.4
20211017,S37000004,4,Planned,,14,21.5,-34.9
20211017,S37000005,1,Planned,,12,19,-36.8
20211017,S37000005,2,Planned,,12,24.5,-51
20211017,S37000005,3,Planned,,10,21.5,-53.5
20211017,S37000005,4,Planned,,13,29,-55.2
20211017,S37000005,5,Planned,,10,20.5,-51.2
20211017,S37000006,1,Planned,,5,9,-44.4
20211017,S37000006,2,Planned,,23,30.5,-24.6
20211017,S37000006,3,Planned,,34,59.5,-42.9
20211017,S37000006,4,Planned,,11,15.5,-29
20211017,S37000006,5,Planned,,5,10,-50
20211017,S37000007,1,Planned,,35,29,20.7
20211017,S37000007,2,Planned,,6,16,-62.5
20211017,S37000007,3,Planned,,5,6,-16.7
20211017,S37000007,4,Planned,,5,9.5,-47.4
20211017,S37000008,1,Planned,,6,17,-64.7
20211017,S37000008,4,Planned,,8,5,60
20211017,S37000009,1,Planned,,5,4.5,11.1
20211017,S37000009,2,Planned,,14,21,-33.3
20211017,S37000009,4,Planned,,15,22,-31.8
20211017,S37000009,5,Planned,,35,43.5,-19.5
20211017,S37000010,2,Planned,,15,15,0
20211017,S37000010,3,Planned,,11,13,-15.4
20211017,S37000010,4,Planned,,5,13,-61.5
20211017,S37000010,5,Planned,,6,8,-25
20211017,S37000011,3,Planned,,10,6.5,53.8
20211017,S37000011,4,Planned,,10,12.5,-20
20211017,S37000011,5,Planned,,20,34.5,-42
20211017,S37000012,1,Planned,,22,33.5,-34.3
20211017,S37000012,2,Planned,,29,28.5,1.8
20211017,S37000012,3,Planned,,13,31,-58.1
20211017,S37000012,4,Planned,,34,35,-2.9
20211017,S37000012,5,Planned,,65,91.5,-29
20211017,S37000013,1,Planned,,9,24,-62.5
20211017,S37000013,2,Planned,,20,26.5,-24.5
20211017,S37000013,3,Planned,,15,38,-60.5
20211017,S37000013,4,Planned,,9,18.5,-51.4
20211017,S37000013,5,Planned,,10,17.5,-42.9
20211017,S37000016,1,Planned,,11,18,-38.9
20211017,S37000016,2,Planned,,20,33.5,-40.3
20211017,S37000016,3,Planned,,41,68,-39.7
20211017,S37000016,4,Planned,,19,46,-58.7
20211017,S37000017,1,Planned,,36,26.5,35.8
20211017,S37000017,2,Planned,,19,6,216.7
20211017,S37000017,4,Planned,,19,8,137.5
20211017,S37000017,5,Planned,,5,11,-54.5
20211017,S37000018,2,Planned,,16,16,0
20211017,S37000018,3,Planned,,11,10.5,4.8
20211017,S37000018,5,Planned,,11,3.5,214.3
20211017,S37000019,3,Planned,,9,21,-57.1
20211017,S37000019,4,Planned,,17,25.5,-33.3
20211017,S37000020,1,Planned,,8,21.5,-62.8
20211017,S37000020,2,Planned,,5,11.5,-56.5
20211017,S37000020,5,Planned,,12,5.5,118.2
20211017,S37000022,4,Planned,,7,11.5,-39.1
20211017,S37000024,1,Planned,,55,42.5,29.4
20211017,S37000024,2,Planned,,25,35,-28.6
20211017,S37000024,3,Planned,,23,22,4.5
20211017,S37000024,4,Planned,,14,17.5,-20
20211017,S37000024,5,Planned,,30,24,25
20211017,S37000025,2,Planned,,5,17.5,-71.4
20211017,S37000025,3,Planned,,16,30,-46.7
20211017,S37000025,4,Planned,,17,18,-5.6
20211017,S37000026,4,Planned,,5,6.5,-23.1
20211017,S37000027,1,Planned,,5,11,-54.5
20211017,S37000027,3,Planned,,7,11.5,-39.1
20211017,S37000028,1,Planned,,47,42.5,10.6
20211017,S37000028,2,Planned,,30,50,-40
20211017,S37000028,3,Planned,,29,40.5,-28.4
20211017,S37000028,4,Planned,,35,37,-5.4
20211017,S37000028,5,Planned,,20,28,-28.6
20211017,S37000029,1,Planned,,30,46,-34.8
20211017,S37000029,2,Planned,,23,31.5,-27
20211017,S37000029,3,Planned,,6,14.5,-58.6
20211017,S37000029,4,Planned,,13,7.5,73.3
20211017,S37000030,1,Planned,,7,16.5,-57.6
20211017,S37000030,2,Planned,,21,30,-30
20211017,S37000030,3,Planned,,13,20.5,-36.6
20211017,S37000030,4,Planned,,6,15.5,-61.3
20211017,S37000030,5,Planned,,5,10.5,-52.4
20211017,S37000031,3,Planned,,20,26,-23.1
