week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,hb_name,month,year
2020-10-18,S08000016,NA,5,Emergency,NA,8,14,-42.9,NHS Borders,Oct,2020
2020-10-18,S08000017,NA,1,Emergency,NA,43,50,-14,NHS Dumfries and Galloway,Oct,2020
2020-10-18,S08000017,NA,2,Emergency,NA,69,92,-25,NHS Dumfries and Galloway,Oct,2020
2020-10-18,S08000017,NA,3,Emergency,NA,108,128.5,-16,NHS Dumfries and Galloway,Oct,2020
2020-10-18,S08000017,NA,4,Emergency,NA,48,49.5,-3,NHS Dumfries and Galloway,Oct,2020
2020-10-18,S08000017,NA,5,Emergency,NA,22,23.5,-6.4,NHS Dumfries and Galloway,Oct,2020
2020-10-18,S08000019,NA,1,Emergency,NA,118,209.5,-43.7,NHS Forth Valley,Oct,2020
2020-10-18,S08000019,NA,2,Emergency,NA,147,219,-32.9,NHS Forth Valley,Oct,2020
2020-10-18,S08000019,NA,3,Emergency,NA,146,187,-21.9,NHS Forth Valley,Oct,2020
2020-10-18,S08000019,NA,4,Emergency,NA,100,141.5,-29.3,NHS Forth Valley,Oct,2020
2020-10-18,S08000019,NA,5,Emergency,NA,90,95,-5.3,NHS Forth Valley,Oct,2020
2020-10-18,S08000020,NA,1,Emergency,NA,93,82.5,12.7,NHS Grampian,Oct,2020
2020-10-18,S08000020,NA,2,Emergency,NA,158,193,-18.1,NHS Grampian,Oct,2020
2020-10-18,S08000020,NA,3,Emergency,NA,191,217.5,-12.2,NHS Grampian,Oct,2020
2020-10-18,S08000020,NA,4,Emergency,NA,262,265.5,-1.3,NHS Grampian,Oct,2020
2020-10-18,S08000020,NA,5,Emergency,NA,199,211.5,-5.9,NHS Grampian,Oct,2020
2020-10-18,S08000022,NA,1,Emergency,NA,60,73.5,-18.4,NHS Highland,Oct,2020
2020-10-18,S08000022,NA,2,Emergency,NA,91,122.5,-25.7,NHS Highland,Oct,2020
2020-10-18,S08000022,NA,3,Emergency,NA,173,212.5,-18.6,NHS Highland,Oct,2020
2020-10-18,S08000022,NA,4,Emergency,NA,147,163,-9.8,NHS Highland,Oct,2020
2020-10-18,S08000022,NA,5,Emergency,NA,31,34.5,-10.1,NHS Highland,Oct,2020
2020-10-18,S08000024,NA,1,Emergency,NA,309,288.5,7.1,NHS Lothian,Oct,2020
2020-10-18,S08000024,NA,2,Emergency,NA,433,465,-6.9,NHS Lothian,Oct,2020
2020-10-18,S08000024,NA,3,Emergency,NA,304,266.5,14.1,NHS Lothian,Oct,2020
2020-10-18,S08000024,NA,4,Emergency,NA,274,270,1.5,NHS Lothian,Oct,2020
2020-10-18,S08000024,NA,5,Emergency,NA,367,361.5,1.5,NHS Lothian,Oct,2020
2020-10-18,S08000025,NA,2,Emergency,NA,5,8.5,-41.2,NHS Orkney,Oct,2020
2020-10-18,S08000025,NA,4,Emergency,NA,18,18,0,NHS Orkney,Oct,2020
2020-10-18,S08000026,NA,3,Emergency,NA,11,14,-21.4,NHS Shetland,Oct,2020
2020-10-18,S08000026,NA,4,Emergency,NA,13,19.5,-33.3,NHS Shetland,Oct,2020
2020-10-18,S08000028,NA,2,Emergency,NA,16,14,14.3,NHS Western Isles,Oct,2020
2020-10-18,S08000028,NA,3,Emergency,NA,53,52.5,1,NHS Western Isles,Oct,2020
2020-10-18,S08000029,NA,1,Emergency,NA,188,189.5,-0.8,NHS Fife,Oct,2020
2020-10-18,S08000029,NA,2,Emergency,NA,176,197,-10.7,NHS Fife,Oct,2020
2020-10-18,S08000029,NA,3,Emergency,NA,136,153,-11.1,NHS Fife,Oct,2020
2020-10-18,S08000029,NA,4,Emergency,NA,128,140,-8.6,NHS Fife,Oct,2020
2020-10-18,S08000029,NA,5,Emergency,NA,76,94,-19.1,NHS Fife,Oct,2020
2020-10-18,S08000030,NA,1,Emergency,NA,178,206,-13.6,NHS Tayside,Oct,2020
2020-10-18,S08000030,NA,2,Emergency,NA,178,185,-3.8,NHS Tayside,Oct,2020
2020-10-18,S08000030,NA,3,Emergency,NA,167,198.5,-15.9,NHS Tayside,Oct,2020
2020-10-18,S08000030,NA,4,Emergency,NA,242,201,20.4,NHS Tayside,Oct,2020
2020-10-18,S08000030,NA,5,Emergency,NA,134,147,-8.8,NHS Tayside,Oct,2020
2020-10-18,S08000031,NA,1,Emergency,NA,982,1162,-15.5,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-18,S08000031,NA,2,Emergency,NA,462,533,-13.3,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-18,S08000031,NA,3,Emergency,NA,299,367.5,-18.6,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-18,S08000031,NA,4,Emergency,NA,266,299,-11,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-18,S08000031,NA,5,Emergency,NA,302,326.5,-7.5,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-18,S08000032,NA,1,Emergency,NA,390,475,-17.9,NHS Lanarkshire,Oct,2020
2020-10-18,S08000032,NA,2,Emergency,NA,348,411.5,-15.4,NHS Lanarkshire,Oct,2020
2020-10-18,S08000032,NA,3,Emergency,NA,193,253,-23.7,NHS Lanarkshire,Oct,2020
2020-10-18,S08000032,NA,4,Emergency,NA,136,166,-18.1,NHS Lanarkshire,Oct,2020
2020-10-18,S08000032,NA,5,Emergency,NA,88,119,-26.1,NHS Lanarkshire,Oct,2020
2020-10-18,S92000003,d,1,Emergency,NA,2696,3121.5,-13.6,Scotland,Oct,2020
2020-10-18,S92000003,d,2,Emergency,NA,2323,2727,-14.8,Scotland,Oct,2020
2020-10-18,S92000003,d,3,Emergency,NA,2012,2300.5,-12.5,Scotland,Oct,2020
2020-10-18,S92000003,d,4,Emergency,NA,1771,1898.5,-6.7,Scotland,Oct,2020
2020-10-18,S92000003,d,5,Emergency,NA,1407,1523.5,-7.6,Scotland,Oct,2020
2020-10-25,S08000015,NA,1,Emergency,NA,354,401,-11.7,NHS Ayrshire and Arran,Oct,2020
2020-10-25,S08000015,NA,2,Emergency,NA,241,255,-5.5,NHS Ayrshire and Arran,Oct,2020
2020-10-25,S08000015,NA,3,Emergency,NA,151,159,-5,NHS Ayrshire and Arran,Oct,2020
2020-10-25,S08000015,NA,4,Emergency,NA,112,103,8.7,NHS Ayrshire and Arran,Oct,2020
2020-10-25,S08000015,NA,5,Emergency,NA,105,87,20.7,NHS Ayrshire and Arran,Oct,2020
2020-10-25,S08000016,NA,1,Emergency,NA,11,17,-35.3,NHS Borders,Oct,2020
2020-10-25,S08000016,NA,2,Emergency,NA,40,51.5,-22.3,NHS Borders,Oct,2020
2020-10-25,S08000016,NA,3,Emergency,NA,62,81.5,-23.9,NHS Borders,Oct,2020
2020-10-25,S08000016,NA,4,Emergency,NA,40,60,-33.3,NHS Borders,Oct,2020
2020-10-25,S08000016,NA,5,Emergency,NA,14,10,40,NHS Borders,Oct,2020
2020-10-25,S08000017,NA,1,Emergency,NA,35,41,-14.6,NHS Dumfries and Galloway,Oct,2020
2020-10-25,S08000017,NA,2,Emergency,NA,90,90,0,NHS Dumfries and Galloway,Oct,2020
2020-10-25,S08000017,NA,3,Emergency,NA,113,114.5,-1.3,NHS Dumfries and Galloway,Oct,2020
2020-10-25,S08000017,NA,4,Emergency,NA,35,44.5,-21.3,NHS Dumfries and Galloway,Oct,2020
2020-10-25,S08000017,NA,5,Emergency,NA,24,19.5,23.1,NHS Dumfries and Galloway,Oct,2020
2020-10-25,S08000019,NA,1,Emergency,NA,143,187.5,-23.7,NHS Forth Valley,Oct,2020
2020-10-25,S08000019,NA,2,Emergency,NA,145,194,-25.3,NHS Forth Valley,Oct,2020
2020-10-25,S08000019,NA,3,Emergency,NA,123,213.5,-42.4,NHS Forth Valley,Oct,2020
2020-10-25,S08000019,NA,4,Emergency,NA,78,149,-47.7,NHS Forth Valley,Oct,2020
2020-10-25,S08000019,NA,5,Emergency,NA,91,119.5,-23.8,NHS Forth Valley,Oct,2020
2020-10-25,S08000020,NA,1,Emergency,NA,83,92.5,-10.3,NHS Grampian,Oct,2020
2020-10-25,S08000020,NA,2,Emergency,NA,172,196,-12.2,NHS Grampian,Oct,2020
2020-10-25,S08000020,NA,3,Emergency,NA,212,216.5,-2.1,NHS Grampian,Oct,2020
2020-10-25,S08000020,NA,4,Emergency,NA,254,254.5,-0.2,NHS Grampian,Oct,2020
2020-10-25,S08000020,NA,5,Emergency,NA,196,208,-5.8,NHS Grampian,Oct,2020
2020-10-25,S08000022,NA,1,Emergency,NA,66,81.5,-19,NHS Highland,Oct,2020
2020-10-25,S08000022,NA,2,Emergency,NA,109,114,-4.4,NHS Highland,Oct,2020
2020-10-25,S08000022,NA,3,Emergency,NA,198,203.5,-2.7,NHS Highland,Oct,2020
2020-10-25,S08000022,NA,4,Emergency,NA,141,135,4.4,NHS Highland,Oct,2020
2020-10-25,S08000022,NA,5,Emergency,NA,38,35.5,7,NHS Highland,Oct,2020
2020-10-25,S08000024,NA,1,Emergency,NA,299,277.5,7.7,NHS Lothian,Oct,2020
2020-10-25,S08000024,NA,2,Emergency,NA,426,457.5,-6.9,NHS Lothian,Oct,2020
2020-10-25,S08000024,NA,3,Emergency,NA,316,308.5,2.4,NHS Lothian,Oct,2020
2020-10-25,S08000024,NA,4,Emergency,NA,290,268.5,8,NHS Lothian,Oct,2020
2020-10-25,S08000024,NA,5,Emergency,NA,370,400.5,-7.6,NHS Lothian,Oct,2020
2020-10-25,S08000025,NA,2,Emergency,NA,5,3,66.7,NHS Orkney,Oct,2020
2020-10-25,S08000025,NA,3,Emergency,NA,9,6,50,NHS Orkney,Oct,2020
2020-10-25,S08000025,NA,4,Emergency,NA,25,19,31.6,NHS Orkney,Oct,2020
2020-10-25,S08000026,NA,3,Emergency,NA,8,9.5,-15.8,NHS Shetland,Oct,2020
2020-10-25,S08000026,NA,4,Emergency,NA,20,20,0,NHS Shetland,Oct,2020
2020-10-25,S08000028,NA,2,Emergency,NA,9,8,12.5,NHS Western Isles,Oct,2020
2020-10-25,S08000028,NA,3,Emergency,NA,41,41,0,NHS Western Isles,Oct,2020
2020-10-25,S08000029,NA,1,Emergency,NA,206,215,-4.2,NHS Fife,Oct,2020
2020-10-25,S08000029,NA,2,Emergency,NA,176,209,-15.8,NHS Fife,Oct,2020
2020-10-25,S08000029,NA,3,Emergency,NA,140,146,-4.1,NHS Fife,Oct,2020
2020-10-25,S08000029,NA,4,Emergency,NA,117,130.5,-10.3,NHS Fife,Oct,2020
2020-10-25,S08000029,NA,5,Emergency,NA,73,98,-25.5,NHS Fife,Oct,2020
2020-10-25,S08000030,NA,1,Emergency,NA,223,187,19.3,NHS Tayside,Oct,2020
2020-10-25,S08000030,NA,2,Emergency,NA,166,183.5,-9.5,NHS Tayside,Oct,2020
2020-10-25,S08000030,NA,3,Emergency,NA,179,187.5,-4.5,NHS Tayside,Oct,2020
2020-10-25,S08000030,NA,4,Emergency,NA,209,221.5,-5.6,NHS Tayside,Oct,2020
2020-10-25,S08000030,NA,5,Emergency,NA,152,134.5,13,NHS Tayside,Oct,2020
2020-10-25,S08000031,NA,1,Emergency,NA,1034,1140.5,-9.3,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-25,S08000031,NA,2,Emergency,NA,445,533.5,-16.6,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-25,S08000031,NA,3,Emergency,NA,357,354.5,0.7,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-25,S08000031,NA,4,Emergency,NA,257,297,-13.5,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-25,S08000031,NA,5,Emergency,NA,276,362,-23.8,NHS Greater Glasgow and Clyde,Oct,2020
2020-10-25,S08000032,NA,1,Emergency,NA,458,495,-7.5,NHS Lanarkshire,Oct,2020
2020-10-25,S08000032,NA,2,Emergency,NA,382,427,-10.5,NHS Lanarkshire,Oct,2020
2020-10-25,S08000032,NA,3,Emergency,NA,249,242.5,2.7,NHS Lanarkshire,Oct,2020
2020-10-25,S08000032,NA,4,Emergency,NA,187,189,-1.1,NHS Lanarkshire,Oct,2020
2020-10-25,S08000032,NA,5,Emergency,NA,109,131,-16.8,NHS Lanarkshire,Oct,2020
2020-10-25,S92000003,d,1,Emergency,NA,2913,3136,-7.1,Scotland,Oct,2020
2020-10-25,S92000003,d,2,Emergency,NA,2410,2723.5,-11.5,Scotland,Oct,2020
2020-10-25,S92000003,d,3,Emergency,NA,2158,2284,-5.5,Scotland,Oct,2020
2020-10-25,S92000003,d,4,Emergency,NA,1765,1891.5,-6.7,Scotland,Oct,2020
2020-10-25,S92000003,d,5,Emergency,NA,1448,1605.5,-9.8,Scotland,Oct,2020
2020-11-01,S08000015,NA,1,Emergency,NA,343,369,-7,NHS Ayrshire and Arran,Nov,2020
2020-11-01,S08000015,NA,2,Emergency,NA,200,272.5,-26.6,NHS Ayrshire and Arran,Nov,2020
2020-11-01,S08000015,NA,3,Emergency,NA,126,178.5,-29.4,NHS Ayrshire and Arran,Nov,2020
2020-11-01,S08000015,NA,4,Emergency,NA,117,124.5,-6,NHS Ayrshire and Arran,Nov,2020
2020-11-01,S08000015,NA,5,Emergency,NA,85,104,-18.3,NHS Ayrshire and Arran,Nov,2020
2020-11-01,S08000016,NA,1,Emergency,NA,19,21.5,-11.6,NHS Borders,Nov,2020
2020-11-01,S08000016,NA,2,Emergency,NA,34,47.5,-28.4,NHS Borders,Nov,2020
2020-11-01,S08000016,NA,3,Emergency,NA,87,92,-5.4,NHS Borders,Nov,2020
2020-11-01,S08000016,NA,4,Emergency,NA,38,59.5,-36.1,NHS Borders,Nov,2020
2020-11-01,S08000016,NA,5,Emergency,NA,15,15.5,-3.2,NHS Borders,Nov,2020
2020-11-01,S08000017,NA,1,Emergency,NA,27,44.5,-39.3,NHS Dumfries and Galloway,Nov,2020
2020-11-01,S08000017,NA,2,Emergency,NA,81,99.5,-18.6,NHS Dumfries and Galloway,Nov,2020
2020-11-01,S08000017,NA,3,Emergency,NA,116,125,-7.2,NHS Dumfries and Galloway,Nov,2020
2020-11-01,S08000017,NA,4,Emergency,NA,40,56.5,-29.2,NHS Dumfries and Galloway,Nov,2020
2020-11-01,S08000017,NA,5,Emergency,NA,16,25,-36,NHS Dumfries and Galloway,Nov,2020
2020-11-01,S08000019,NA,1,Emergency,NA,145,202,-28.2,NHS Forth Valley,Nov,2020
2020-11-01,S08000019,NA,2,Emergency,NA,130,191.5,-32.1,NHS Forth Valley,Nov,2020
2020-11-01,S08000019,NA,3,Emergency,NA,147,174,-15.5,NHS Forth Valley,Nov,2020
2020-11-01,S08000019,NA,4,Emergency,NA,77,127,-39.4,NHS Forth Valley,Nov,2020
2020-11-01,S08000019,NA,5,Emergency,NA,91,128.5,-29.2,NHS Forth Valley,Nov,2020
2020-11-01,S08000020,NA,1,Emergency,NA,66,83,-20.5,NHS Grampian,Nov,2020
2020-11-01,S08000020,NA,2,Emergency,NA,188,191.5,-1.8,NHS Grampian,Nov,2020
2020-11-01,S08000020,NA,3,Emergency,NA,187,229.5,-18.5,NHS Grampian,Nov,2020
2020-11-01,S08000020,NA,4,Emergency,NA,245,285,-14,NHS Grampian,Nov,2020
2020-11-01,S08000020,NA,5,Emergency,NA,173,236.5,-26.8,NHS Grampian,Nov,2020
2020-11-01,S08000022,NA,1,Emergency,NA,69,81,-14.8,NHS Highland,Nov,2020
2020-11-01,S08000022,NA,2,Emergency,NA,105,133,-21.1,NHS Highland,Nov,2020
2020-11-01,S08000022,NA,3,Emergency,NA,198,207.5,-4.6,NHS Highland,Nov,2020
2020-11-01,S08000022,NA,4,Emergency,NA,146,162.5,-10.2,NHS Highland,Nov,2020
2020-11-01,S08000022,NA,5,Emergency,NA,35,41,-14.6,NHS Highland,Nov,2020
2020-11-01,S08000024,NA,1,Emergency,NA,266,269.5,-1.3,NHS Lothian,Nov,2020
2020-11-01,S08000024,NA,2,Emergency,NA,437,441,-0.9,NHS Lothian,Nov,2020
2020-11-01,S08000024,NA,3,Emergency,NA,345,303,13.9,NHS Lothian,Nov,2020
2020-11-01,S08000024,NA,4,Emergency,NA,292,281.5,3.7,NHS Lothian,Nov,2020
2020-11-01,S08000024,NA,5,Emergency,NA,365,378.5,-3.6,NHS Lothian,Nov,2020
2020-11-01,S08000025,NA,2,Emergency,NA,8,3.5,128.6,NHS Orkney,Nov,2020
2020-11-01,S08000025,NA,3,Emergency,NA,5,7.5,-33.3,NHS Orkney,Nov,2020
2020-11-01,S08000025,NA,4,Emergency,NA,17,18.5,-8.1,NHS Orkney,Nov,2020
2020-11-01,S08000026,NA,3,Emergency,NA,14,14.5,-3.4,NHS Shetland,Nov,2020
2020-11-01,S08000026,NA,4,Emergency,NA,21,15.5,35.5,NHS Shetland,Nov,2020
2020-11-01,S08000028,NA,2,Emergency,NA,6,10.5,-42.9,NHS Western Isles,Nov,2020
2020-11-01,S08000028,NA,3,Emergency,NA,52,38,36.8,NHS Western Isles,Nov,2020
2020-11-01,S08000029,NA,1,Emergency,NA,206,214,-3.7,NHS Fife,Nov,2020
2020-11-01,S08000029,NA,2,Emergency,NA,198,205,-3.4,NHS Fife,Nov,2020
2020-11-01,S08000029,NA,3,Emergency,NA,142,146.5,-3.1,NHS Fife,Nov,2020
2020-11-01,S08000029,NA,4,Emergency,NA,114,132.5,-14,NHS Fife,Nov,2020
2020-11-01,S08000029,NA,5,Emergency,NA,90,101,-10.9,NHS Fife,Nov,2020
2020-11-01,S08000030,NA,1,Emergency,NA,211,196,7.7,NHS Tayside,Nov,2020
2020-11-01,S08000030,NA,2,Emergency,NA,192,191.5,0.3,NHS Tayside,Nov,2020
2020-11-01,S08000030,NA,3,Emergency,NA,168,197,-14.7,NHS Tayside,Nov,2020
2020-11-01,S08000030,NA,4,Emergency,NA,195,239.5,-18.6,NHS Tayside,Nov,2020
2020-11-01,S08000030,NA,5,Emergency,NA,140,144.5,-3.1,NHS Tayside,Nov,2020
2020-11-01,S08000031,NA,1,Emergency,NA,907,1153,-21.3,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-01,S08000031,NA,2,Emergency,NA,443,529,-16.3,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-01,S08000031,NA,3,Emergency,NA,311,371,-16.2,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-01,S08000031,NA,4,Emergency,NA,228,311.5,-26.8,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-01,S08000031,NA,5,Emergency,NA,285,367.5,-22.4,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-01,S08000032,NA,1,Emergency,NA,430,486,-11.5,NHS Lanarkshire,Nov,2020
2020-11-01,S08000032,NA,2,Emergency,NA,323,413,-21.8,NHS Lanarkshire,Nov,2020
2020-11-01,S08000032,NA,3,Emergency,NA,225,258.5,-13,NHS Lanarkshire,Nov,2020
2020-11-01,S08000032,NA,4,Emergency,NA,169,193,-12.4,NHS Lanarkshire,Nov,2020
2020-11-01,S08000032,NA,5,Emergency,NA,92,119.5,-23,NHS Lanarkshire,Nov,2020
2020-11-01,S92000003,d,1,Emergency,NA,2689,3120.5,-13.8,Scotland,Nov,2020
2020-11-01,S92000003,d,2,Emergency,NA,2347,2731,-14.1,Scotland,Nov,2020
2020-11-01,S92000003,d,3,Emergency,NA,2123,2342.5,-9.4,Scotland,Nov,2020
2020-11-01,S92000003,d,4,Emergency,NA,1699,2007.5,-15.4,Scotland,Nov,2020
2020-11-01,S92000003,d,5,Emergency,NA,1388,1662,-16.5,Scotland,Nov,2020
2020-11-08,S08000015,NA,1,Emergency,NA,321,404.5,-20.6,NHS Ayrshire and Arran,Nov,2020
2020-11-08,S08000015,NA,2,Emergency,NA,225,267.5,-15.9,NHS Ayrshire and Arran,Nov,2020
2020-11-08,S08000015,NA,3,Emergency,NA,166,179,-7.3,NHS Ayrshire and Arran,Nov,2020
2020-11-08,S08000015,NA,4,Emergency,NA,111,126.5,-12.3,NHS Ayrshire and Arran,Nov,2020
2020-11-08,S08000015,NA,5,Emergency,NA,65,90.5,-28.2,NHS Ayrshire and Arran,Nov,2020
2020-11-08,S08000016,NA,1,Emergency,NA,14,24.5,-42.9,NHS Borders,Nov,2020
2020-11-08,S08000016,NA,2,Emergency,NA,39,41.5,-6,NHS Borders,Nov,2020
2020-11-08,S08000016,NA,3,Emergency,NA,63,88.5,-28.8,NHS Borders,Nov,2020
2020-11-08,S08000016,NA,4,Emergency,NA,44,57,-22.8,NHS Borders,Nov,2020
2020-11-08,S08000016,NA,5,Emergency,NA,14,17,-17.6,NHS Borders,Nov,2020
2020-11-08,S08000017,NA,1,Emergency,NA,30,37.5,-20,NHS Dumfries and Galloway,Nov,2020
2020-11-08,S08000017,NA,2,Emergency,NA,78,86,-9.3,NHS Dumfries and Galloway,Nov,2020
2020-11-08,S08000017,NA,3,Emergency,NA,136,127,7.1,NHS Dumfries and Galloway,Nov,2020
2020-11-08,S08000017,NA,4,Emergency,NA,44,56,-21.4,NHS Dumfries and Galloway,Nov,2020
2020-11-08,S08000017,NA,5,Emergency,NA,19,30.5,-37.7,NHS Dumfries and Galloway,Nov,2020
2020-11-08,S08000019,NA,1,Emergency,NA,123,182.5,-32.6,NHS Forth Valley,Nov,2020
2020-11-08,S08000019,NA,2,Emergency,NA,121,231,-47.6,NHS Forth Valley,Nov,2020
2020-11-08,S08000019,NA,3,Emergency,NA,126,186.5,-32.4,NHS Forth Valley,Nov,2020
2020-11-08,S08000019,NA,4,Emergency,NA,105,158.5,-33.8,NHS Forth Valley,Nov,2020
2020-11-08,S08000019,NA,5,Emergency,NA,81,111,-27,NHS Forth Valley,Nov,2020
2020-11-08,S08000020,NA,1,Emergency,NA,68,94,-27.7,NHS Grampian,Nov,2020
2020-11-08,S08000020,NA,2,Emergency,NA,168,218,-22.9,NHS Grampian,Nov,2020
2020-11-08,S08000020,NA,3,Emergency,NA,180,231.5,-22.2,NHS Grampian,Nov,2020
2020-11-08,S08000020,NA,4,Emergency,NA,221,284,-22.2,NHS Grampian,Nov,2020
2020-11-08,S08000020,NA,5,Emergency,NA,237,232,2.2,NHS Grampian,Nov,2020
2020-11-08,S08000022,NA,1,Emergency,NA,66,83.5,-21,NHS Highland,Nov,2020
2020-11-08,S08000022,NA,2,Emergency,NA,108,118,-8.5,NHS Highland,Nov,2020
2020-11-08,S08000022,NA,3,Emergency,NA,163,215.5,-24.4,NHS Highland,Nov,2020
2020-11-08,S08000022,NA,4,Emergency,NA,136,171,-20.5,NHS Highland,Nov,2020
2020-11-08,S08000022,NA,5,Emergency,NA,23,35,-34.3,NHS Highland,Nov,2020
2020-11-08,S08000024,NA,1,Emergency,NA,294,309,-4.9,NHS Lothian,Nov,2020
2020-11-08,S08000024,NA,2,Emergency,NA,444,455.5,-2.5,NHS Lothian,Nov,2020
2020-11-08,S08000024,NA,3,Emergency,NA,293,311,-5.8,NHS Lothian,Nov,2020
2020-11-08,S08000024,NA,4,Emergency,NA,271,298.5,-9.2,NHS Lothian,Nov,2020
2020-11-08,S08000024,NA,5,Emergency,NA,380,387,-1.8,NHS Lothian,Nov,2020
2020-11-08,S08000025,NA,3,Emergency,NA,5,5.5,-9.1,NHS Orkney,Nov,2020
2020-11-08,S08000025,NA,4,Emergency,NA,17,16,6.2,NHS Orkney,Nov,2020
2020-11-08,S08000026,NA,3,Emergency,NA,13,15.5,-16.1,NHS Shetland,Nov,2020
2020-11-08,S08000026,NA,4,Emergency,NA,18,24.5,-26.5,NHS Shetland,Nov,2020
2020-11-08,S08000028,NA,2,Emergency,NA,13,10,30,NHS Western Isles,Nov,2020
2020-11-08,S08000028,NA,3,Emergency,NA,38,49.5,-23.2,NHS Western Isles,Nov,2020
2020-11-08,S08000029,NA,1,Emergency,NA,211,245,-13.9,NHS Fife,Nov,2020
2020-11-08,S08000029,NA,2,Emergency,NA,179,234,-23.5,NHS Fife,Nov,2020
2020-11-08,S08000029,NA,3,Emergency,NA,169,139.5,21.1,NHS Fife,Nov,2020
2020-11-08,S08000029,NA,4,Emergency,NA,97,119.5,-18.8,NHS Fife,Nov,2020
2020-11-08,S08000029,NA,5,Emergency,NA,84,105,-20,NHS Fife,Nov,2020
2020-11-08,S08000030,NA,1,Emergency,NA,184,229.5,-19.8,NHS Tayside,Nov,2020
2020-11-08,S08000030,NA,2,Emergency,NA,191,216.5,-11.8,NHS Tayside,Nov,2020
2020-11-08,S08000030,NA,3,Emergency,NA,141,208.5,-32.4,NHS Tayside,Nov,2020
2020-11-08,S08000030,NA,4,Emergency,NA,241,241,0,NHS Tayside,Nov,2020
2020-11-08,S08000030,NA,5,Emergency,NA,127,164,-22.6,NHS Tayside,Nov,2020
2020-11-08,S08000031,NA,1,Emergency,NA,958,1220,-21.5,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-08,S08000031,NA,2,Emergency,NA,420,591,-28.9,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-08,S08000031,NA,3,Emergency,NA,286,370,-22.7,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-08,S08000031,NA,4,Emergency,NA,260,323,-19.5,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-08,S08000031,NA,5,Emergency,NA,315,345,-8.7,NHS Greater Glasgow and Clyde,Nov,2020
2020-11-08,S08000032,NA,1,Emergency,NA,412,511,-19.4,NHS Lanarkshire,Nov,2020
2020-11-08,S08000032,NA,2,Emergency,NA,326,443,-26.4,NHS Lanarkshire,Nov,2020
2020-11-08,S08000032,NA,3,Emergency,NA,213,256,-16.8,NHS Lanarkshire,Nov,2020
2020-11-08,S08000032,NA,4,Emergency,NA,134,202,-33.7,NHS Lanarkshire,Nov,2020
2020-11-08,S08000032,NA,5,Emergency,NA,99,130.5,-24.1,NHS Lanarkshire,Nov,2020
2020-11-08,S92000003,d,1,Emergency,NA,2682,3341,-19.7,Scotland,Nov,2020
2020-11-08,S92000003,d,2,Emergency,NA,2318,2921,-20.6,Scotland,Nov,2020
2020-11-08,S92000003,d,3,Emergency,NA,1992,2383.5,-16.4,Scotland,Nov,2020
2020-11-08,S92000003,d,4,Emergency,NA,1699,2078.5,-18.3,Scotland,Nov,2020
2020-11-08,S92000003,d,5,Emergency,NA,1444,1647.5,-12.4,Scotland,Nov,2020
2020-11-15,S08000015,NA,1,Emergency,NA,308,393.5,-21.7,NHS Ayrshire and Arran,Nov,2020
2020-11-15,S08000015,NA,2,Emergency,NA,215,249.5,-13.8,NHS Ayrshire and Arran,Nov,2020
2020-11-15,S08000015,NA,3,Emergency,NA,146,154,-5.2,NHS Ayrshire and Arran,Nov,2020
2020-11-15,S08000015,NA,4,Emergency,NA,110,131,-16,NHS Ayrshire and Arran,Nov,2020
2020-11-15,S08000015,NA,5,Emergency,NA,74,101,-26.7,NHS Ayrshire and Arran,Nov,2020
2020-11-15,S08000016,NA,1,Emergency,NA,13,20,-35,NHS Borders,Nov,2020
2020-11-15,S08000016,NA,2,Emergency,NA,38,53.5,-29,NHS Borders,Nov,2020
2020-11-15,S08000016,NA,3,Emergency,NA,74,92.5,-20,NHS Borders,Nov,2020
2020-11-15,S08000016,NA,4,Emergency,NA,53,59,-10.2,NHS Borders,Nov,2020
2020-11-15,S08000016,NA,5,Emergency,NA,17,15.5,9.7,NHS Borders,Nov,2020
2020-11-15,S08000017,NA,1,Emergency,NA,36,40,-10,NHS Dumfries and Galloway,Nov,2020
2020-11-15,S08000017,NA,2,Emergency,NA,90,87.5,2.9,NHS Dumfries and Galloway,Nov,2020
2020-11-15,S08000017,NA,3,Emergency,NA,107,138,-22.5,NHS Dumfries and Galloway,Nov,2020
2020-11-15,S08000017,NA,4,Emergency,NA,43,49,-12.2,NHS Dumfries and Galloway,Nov,2020
