week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,hb_name,month,year
2020-02-02,S08000024,NA,1,All,d,368,375,-1.9,NHS Lothian,Feb,2020
2020-02-02,S08000024,NA,2,All,d,647,567,14.1,NHS Lothian,Feb,2020
2020-02-02,S08000024,NA,3,All,d,415,403.5,2.9,NHS Lothian,Feb,2020
2020-02-02,S08000024,NA,4,All,d,405,369,9.8,NHS Lothian,Feb,2020
2020-02-02,S08000024,NA,5,All,d,568,483.5,17.5,NHS Lothian,Feb,2020
2020-02-02,S08000025,NA,2,All,d,5,6,-16.7,NHS Orkney,Feb,2020
2020-02-02,S08000025,NA,3,All,d,12,8,50,NHS Orkney,Feb,2020
2020-02-02,S08000025,NA,4,All,d,20,25,-20,NHS Orkney,Feb,2020
2020-02-02,S08000026,NA,2,All,d,5,2.5,100,NHS Shetland,Feb,2020
2020-02-02,S08000026,NA,3,All,d,16,22,-27.3,NHS Shetland,Feb,2020
2020-02-02,S08000026,NA,4,All,d,16,22,-27.3,NHS Shetland,Feb,2020
2020-02-02,S08000028,NA,2,All,d,14,14.5,-3.4,NHS Western Isles,Feb,2020
2020-02-02,S08000028,NA,3,All,d,62,71,-12.7,NHS Western Isles,Feb,2020
2020-02-02,S08000029,NA,1,All,d,242,251.5,-3.8,NHS Fife,Feb,2020
2020-02-02,S08000029,NA,2,All,d,241,235,2.6,NHS Fife,Feb,2020
2020-02-02,S08000029,NA,3,All,d,189,182.5,3.6,NHS Fife,Feb,2020
2020-02-02,S08000029,NA,4,All,d,160,135,18.5,NHS Fife,Feb,2020
2020-02-02,S08000029,NA,5,All,d,109,113.5,-4,NHS Fife,Feb,2020
2020-02-02,S08000030,NA,1,All,d,266,267,-0.4,NHS Tayside,Feb,2020
2020-02-02,S08000030,NA,2,All,d,231,239.5,-3.5,NHS Tayside,Feb,2020
2020-02-02,S08000030,NA,3,All,d,273,252.5,8.1,NHS Tayside,Feb,2020
2020-02-02,S08000030,NA,4,All,d,307,308.5,-0.5,NHS Tayside,Feb,2020
2020-02-02,S08000030,NA,5,All,d,216,213.5,1.2,NHS Tayside,Feb,2020
2020-02-02,S08000031,NA,1,All,d,1677,1652,1.5,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-02,S08000031,NA,2,All,d,840,843.5,-0.4,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-02,S08000031,NA,3,All,d,543,579,-6.2,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-02,S08000031,NA,4,All,d,521,502.5,3.7,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-02,S08000031,NA,5,All,d,588,588.5,-0.1,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-02,S08000032,NA,1,All,d,621,587,5.8,NHS Lanarkshire,Feb,2020
2020-02-02,S08000032,NA,2,All,d,493,482.5,2.2,NHS Lanarkshire,Feb,2020
2020-02-02,S08000032,NA,3,All,d,303,321,-5.6,NHS Lanarkshire,Feb,2020
2020-02-02,S08000032,NA,4,All,d,237,237,0,NHS Lanarkshire,Feb,2020
2020-02-02,S08000032,NA,5,All,d,157,156.5,0.3,NHS Lanarkshire,Feb,2020
2020-02-02,S92000003,d,1,All,d,4040,4169,-3.1,Scotland,Feb,2020
2020-02-02,S92000003,d,2,All,d,3512,3597.5,-2.4,Scotland,Feb,2020
2020-02-02,S92000003,d,3,All,d,2980,3163,-5.8,Scotland,Feb,2020
2020-02-02,S92000003,d,4,All,d,2635,2666,-1.2,Scotland,Feb,2020
2020-02-02,S92000003,d,5,All,d,2255,2255,0,Scotland,Feb,2020
2020-02-09,S08000015,NA,1,All,d,358,418.5,-14.5,NHS Ayrshire and Arran,Feb,2020
2020-02-09,S08000015,NA,2,All,d,258,284,-9.2,NHS Ayrshire and Arran,Feb,2020
2020-02-09,S08000015,NA,3,All,d,162,189,-14.3,NHS Ayrshire and Arran,Feb,2020
2020-02-09,S08000015,NA,4,All,d,122,147,-17,NHS Ayrshire and Arran,Feb,2020
2020-02-09,S08000015,NA,5,All,d,99,114,-13.2,NHS Ayrshire and Arran,Feb,2020
2020-02-09,S08000016,NA,1,All,d,24,22.5,6.7,NHS Borders,Feb,2020
2020-02-09,S08000016,NA,2,All,d,52,60,-13.3,NHS Borders,Feb,2020
2020-02-09,S08000016,NA,3,All,d,93,126.5,-26.5,NHS Borders,Feb,2020
2020-02-09,S08000016,NA,4,All,d,74,63.5,16.5,NHS Borders,Feb,2020
2020-02-09,S08000016,NA,5,All,d,12,19.5,-38.5,NHS Borders,Feb,2020
2020-02-09,S08000017,NA,1,All,d,39,55.5,-29.7,NHS Dumfries and Galloway,Feb,2020
2020-02-09,S08000017,NA,2,All,d,106,123,-13.8,NHS Dumfries and Galloway,Feb,2020
2020-02-09,S08000017,NA,3,All,d,145,184.5,-21.4,NHS Dumfries and Galloway,Feb,2020
2020-02-09,S08000017,NA,4,All,d,64,65,-1.5,NHS Dumfries and Galloway,Feb,2020
2020-02-09,S08000017,NA,5,All,d,34,35,-2.9,NHS Dumfries and Galloway,Feb,2020
2020-02-09,S08000019,NA,1,All,d,187,296,-36.8,NHS Forth Valley,Feb,2020
2020-02-09,S08000019,NA,2,All,d,197,341.5,-42.3,NHS Forth Valley,Feb,2020
2020-02-09,S08000019,NA,3,All,d,145,291,-50.2,NHS Forth Valley,Feb,2020
2020-02-09,S08000019,NA,4,All,d,114,223,-48.9,NHS Forth Valley,Feb,2020
2020-02-09,S08000019,NA,5,All,d,106,190,-44.2,NHS Forth Valley,Feb,2020
2020-02-09,S08000020,NA,1,All,d,87,104,-16.3,NHS Grampian,Feb,2020
2020-02-09,S08000020,NA,2,All,d,252,269.5,-6.5,NHS Grampian,Feb,2020
2020-02-09,S08000020,NA,3,All,d,330,307.5,7.3,NHS Grampian,Feb,2020
2020-02-09,S08000020,NA,4,All,d,376,388.5,-3.2,NHS Grampian,Feb,2020
2020-02-09,S08000020,NA,5,All,d,313,292,7.2,NHS Grampian,Feb,2020
2020-02-09,S08000022,NA,1,All,d,101,96,5.2,NHS Highland,Feb,2020
2020-02-09,S08000022,NA,2,All,d,162,157.5,2.9,NHS Highland,Feb,2020
2020-02-09,S08000022,NA,3,All,d,263,273.5,-3.8,NHS Highland,Feb,2020
2020-02-09,S08000022,NA,4,All,d,198,215.5,-8.1,NHS Highland,Feb,2020
2020-02-09,S08000022,NA,5,All,d,41,39.5,3.8,NHS Highland,Feb,2020
2020-02-09,S08000024,NA,1,All,d,400,396.5,0.9,NHS Lothian,Feb,2020
2020-02-09,S08000024,NA,2,All,d,619,570,8.6,NHS Lothian,Feb,2020
2020-02-09,S08000024,NA,3,All,d,459,395,16.2,NHS Lothian,Feb,2020
2020-02-09,S08000024,NA,4,All,d,387,357,8.4,NHS Lothian,Feb,2020
2020-02-09,S08000024,NA,5,All,d,498,500,-0.4,NHS Lothian,Feb,2020
2020-02-09,S08000025,NA,2,All,d,6,7.5,-20,NHS Orkney,Feb,2020
2020-02-09,S08000025,NA,3,All,d,9,7,28.6,NHS Orkney,Feb,2020
2020-02-09,S08000025,NA,4,All,d,23,22.5,2.2,NHS Orkney,Feb,2020
2020-02-09,S08000026,NA,2,All,d,6,3.5,71.4,NHS Shetland,Feb,2020
2020-02-09,S08000026,NA,3,All,d,14,15,-6.7,NHS Shetland,Feb,2020
2020-02-09,S08000026,NA,4,All,d,21,21,0,NHS Shetland,Feb,2020
2020-02-09,S08000028,NA,2,All,d,8,13.5,-40.7,NHS Western Isles,Feb,2020
2020-02-09,S08000028,NA,3,All,d,50,60.5,-17.4,NHS Western Isles,Feb,2020
2020-02-09,S08000029,NA,1,All,d,261,253,3.2,NHS Fife,Feb,2020
2020-02-09,S08000029,NA,2,All,d,266,230,15.7,NHS Fife,Feb,2020
2020-02-09,S08000029,NA,3,All,d,170,185,-8.1,NHS Fife,Feb,2020
2020-02-09,S08000029,NA,4,All,d,155,150,3.3,NHS Fife,Feb,2020
2020-02-09,S08000029,NA,5,All,d,125,134.5,-7.1,NHS Fife,Feb,2020
2020-02-09,S08000030,NA,1,All,d,274,264.5,3.6,NHS Tayside,Feb,2020
2020-02-09,S08000030,NA,2,All,d,232,249.5,-7,NHS Tayside,Feb,2020
2020-02-09,S08000030,NA,3,All,d,282,248,13.7,NHS Tayside,Feb,2020
2020-02-09,S08000030,NA,4,All,d,297,337.5,-12,NHS Tayside,Feb,2020
2020-02-09,S08000030,NA,5,All,d,206,216.5,-4.8,NHS Tayside,Feb,2020
2020-02-09,S08000031,NA,1,All,d,1672,1655.5,1,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-09,S08000031,NA,2,All,d,801,792.5,1.1,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-09,S08000031,NA,3,All,d,550,582.5,-5.6,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-09,S08000031,NA,4,All,d,493,517.5,-4.7,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-09,S08000031,NA,5,All,d,562,566.5,-0.8,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-09,S08000032,NA,1,All,d,578,616,-6.2,NHS Lanarkshire,Feb,2020
2020-02-09,S08000032,NA,2,All,d,405,494,-18,NHS Lanarkshire,Feb,2020
2020-02-09,S08000032,NA,3,All,d,281,324,-13.3,NHS Lanarkshire,Feb,2020
2020-02-09,S08000032,NA,4,All,d,217,229,-5.2,NHS Lanarkshire,Feb,2020
2020-02-09,S08000032,NA,5,All,d,174,151,15.2,NHS Lanarkshire,Feb,2020
2020-02-09,S92000003,d,1,All,d,3982,4179,-4.7,Scotland,Feb,2020
2020-02-09,S92000003,d,2,All,d,3370,3596,-6.3,Scotland,Feb,2020
2020-02-09,S92000003,d,3,All,d,2953,3189,-7.4,Scotland,Feb,2020
2020-02-09,S92000003,d,4,All,d,2541,2737,-7.2,Scotland,Feb,2020
2020-02-09,S92000003,d,5,All,d,2170,2259,-3.9,Scotland,Feb,2020
2020-02-16,S08000015,NA,1,All,d,379,444.5,-14.7,NHS Ayrshire and Arran,Feb,2020
2020-02-16,S08000015,NA,2,All,d,244,266.5,-8.4,NHS Ayrshire and Arran,Feb,2020
2020-02-16,S08000015,NA,3,All,d,156,169.5,-8,NHS Ayrshire and Arran,Feb,2020
2020-02-16,S08000015,NA,4,All,d,111,134.5,-17.5,NHS Ayrshire and Arran,Feb,2020
2020-02-16,S08000015,NA,5,All,d,102,114,-10.5,NHS Ayrshire and Arran,Feb,2020
2020-02-16,S08000016,NA,1,All,d,16,23,-30.4,NHS Borders,Feb,2020
2020-02-16,S08000016,NA,2,All,d,41,43.5,-5.7,NHS Borders,Feb,2020
2020-02-16,S08000016,NA,3,All,d,108,106,1.9,NHS Borders,Feb,2020
2020-02-16,S08000016,NA,4,All,d,59,59,0,NHS Borders,Feb,2020
2020-02-16,S08000016,NA,5,All,d,23,14,64.3,NHS Borders,Feb,2020
2020-02-16,S08000017,NA,1,All,d,45,52,-13.5,NHS Dumfries and Galloway,Feb,2020
2020-02-16,S08000017,NA,2,All,d,131,118,11,NHS Dumfries and Galloway,Feb,2020
2020-02-16,S08000017,NA,3,All,d,182,170.5,6.7,NHS Dumfries and Galloway,Feb,2020
2020-02-16,S08000017,NA,4,All,d,67,71.5,-6.3,NHS Dumfries and Galloway,Feb,2020
2020-02-16,S08000017,NA,5,All,d,31,34.5,-10.1,NHS Dumfries and Galloway,Feb,2020
2020-02-16,S08000019,NA,1,All,d,183,298,-38.6,NHS Forth Valley,Feb,2020
2020-02-16,S08000019,NA,2,All,d,212,334.5,-36.6,NHS Forth Valley,Feb,2020
2020-02-16,S08000019,NA,3,All,d,177,322,-45,NHS Forth Valley,Feb,2020
2020-02-16,S08000019,NA,4,All,d,150,227.5,-34.1,NHS Forth Valley,Feb,2020
2020-02-16,S08000019,NA,5,All,d,106,180,-41.1,NHS Forth Valley,Feb,2020
2020-02-16,S08000020,NA,1,All,d,102,111.5,-8.5,NHS Grampian,Feb,2020
2020-02-16,S08000020,NA,2,All,d,248,262.5,-5.5,NHS Grampian,Feb,2020
2020-02-16,S08000020,NA,3,All,d,301,289.5,4,NHS Grampian,Feb,2020
2020-02-16,S08000020,NA,4,All,d,425,389,9.3,NHS Grampian,Feb,2020
2020-02-16,S08000020,NA,5,All,d,321,293.5,9.4,NHS Grampian,Feb,2020
2020-02-16,S08000022,NA,1,All,d,85,89.5,-5,NHS Highland,Feb,2020
2020-02-16,S08000022,NA,2,All,d,171,163.5,4.6,NHS Highland,Feb,2020
2020-02-16,S08000022,NA,3,All,d,273,267.5,2.1,NHS Highland,Feb,2020
2020-02-16,S08000022,NA,4,All,d,211,186.5,13.1,NHS Highland,Feb,2020
2020-02-16,S08000022,NA,5,All,d,45,52.5,-14.3,NHS Highland,Feb,2020
2020-02-16,S08000024,NA,1,All,d,350,370,-5.4,NHS Lothian,Feb,2020
2020-02-16,S08000024,NA,2,All,d,555,536,3.5,NHS Lothian,Feb,2020
2020-02-16,S08000024,NA,3,All,d,393,368,6.8,NHS Lothian,Feb,2020
2020-02-16,S08000024,NA,4,All,d,422,374,12.8,NHS Lothian,Feb,2020
2020-02-16,S08000024,NA,5,All,d,491,466,5.4,NHS Lothian,Feb,2020
2020-02-16,S08000025,NA,2,All,d,7,7.5,-6.7,NHS Orkney,Feb,2020
2020-02-16,S08000025,NA,3,All,d,6,6,0,NHS Orkney,Feb,2020
2020-02-16,S08000025,NA,4,All,d,15,23,-34.8,NHS Orkney,Feb,2020
2020-02-16,S08000026,NA,2,All,d,5,4.5,11.1,NHS Shetland,Feb,2020
2020-02-16,S08000026,NA,3,All,d,14,15.5,-9.7,NHS Shetland,Feb,2020
2020-02-16,S08000026,NA,4,All,d,23,18.5,24.3,NHS Shetland,Feb,2020
2020-02-16,S08000028,NA,2,All,d,13,19,-31.6,NHS Western Isles,Feb,2020
2020-02-16,S08000028,NA,3,All,d,58,70.5,-17.7,NHS Western Isles,Feb,2020
2020-02-16,S08000029,NA,1,All,d,252,270,-6.7,NHS Fife,Feb,2020
2020-02-16,S08000029,NA,2,All,d,233,242,-3.7,NHS Fife,Feb,2020
2020-02-16,S08000029,NA,3,All,d,178,184,-3.3,NHS Fife,Feb,2020
2020-02-16,S08000029,NA,4,All,d,141,147,-4.1,NHS Fife,Feb,2020
2020-02-16,S08000029,NA,5,All,d,96,125,-23.2,NHS Fife,Feb,2020
2020-02-16,S08000030,NA,1,All,d,258,279,-7.5,NHS Tayside,Feb,2020
2020-02-16,S08000030,NA,2,All,d,238,248,-4,NHS Tayside,Feb,2020
2020-02-16,S08000030,NA,3,All,d,233,239,-2.5,NHS Tayside,Feb,2020
2020-02-16,S08000030,NA,4,All,d,322,309,4.2,NHS Tayside,Feb,2020
2020-02-16,S08000030,NA,5,All,d,199,205.5,-3.2,NHS Tayside,Feb,2020
2020-02-16,S08000031,NA,1,All,d,1611,1695.5,-5,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-16,S08000031,NA,2,All,d,787,793,-0.8,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-16,S08000031,NA,3,All,d,533,574,-7.1,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-16,S08000031,NA,4,All,d,486,495.5,-1.9,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-16,S08000031,NA,5,All,d,618,546,13.2,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-16,S08000032,NA,1,All,d,565,591.5,-4.5,NHS Lanarkshire,Feb,2020
2020-02-16,S08000032,NA,2,All,d,443,501.5,-11.7,NHS Lanarkshire,Feb,2020
2020-02-16,S08000032,NA,3,All,d,285,293,-2.7,NHS Lanarkshire,Feb,2020
2020-02-16,S08000032,NA,4,All,d,204,201.5,1.2,NHS Lanarkshire,Feb,2020
2020-02-16,S08000032,NA,5,All,d,141,176.5,-20.1,NHS Lanarkshire,Feb,2020
2020-02-16,S92000003,d,1,All,d,3846,4225,-9,Scotland,Feb,2020
2020-02-16,S92000003,d,2,All,d,3328,3540,-6,Scotland,Feb,2020
2020-02-16,S92000003,d,3,All,d,2897,3075,-5.8,Scotland,Feb,2020
2020-02-16,S92000003,d,4,All,d,2638,2636.5,0.1,Scotland,Feb,2020
2020-02-16,S92000003,d,5,All,d,2174,2208.5,-1.6,Scotland,Feb,2020
2020-02-23,S08000015,NA,1,All,d,420,436,-3.7,NHS Ayrshire and Arran,Feb,2020
2020-02-23,S08000015,NA,2,All,d,252,281.5,-10.5,NHS Ayrshire and Arran,Feb,2020
2020-02-23,S08000015,NA,3,All,d,160,197.5,-19,NHS Ayrshire and Arran,Feb,2020
2020-02-23,S08000015,NA,4,All,d,116,145.5,-20.3,NHS Ayrshire and Arran,Feb,2020
2020-02-23,S08000015,NA,5,All,d,115,104.5,10,NHS Ayrshire and Arran,Feb,2020
2020-02-23,S08000016,NA,1,All,d,18,18.5,-2.7,NHS Borders,Feb,2020
2020-02-23,S08000016,NA,2,All,d,46,55.5,-17.1,NHS Borders,Feb,2020
2020-02-23,S08000016,NA,3,All,d,95,99,-4,NHS Borders,Feb,2020
2020-02-23,S08000016,NA,4,All,d,69,61.5,12.2,NHS Borders,Feb,2020
2020-02-23,S08000016,NA,5,All,d,15,17.5,-14.3,NHS Borders,Feb,2020
2020-02-23,S08000017,NA,1,All,d,38,47.5,-20,NHS Dumfries and Galloway,Feb,2020
2020-02-23,S08000017,NA,2,All,d,121,128,-5.5,NHS Dumfries and Galloway,Feb,2020
2020-02-23,S08000017,NA,3,All,d,161,175,-8,NHS Dumfries and Galloway,Feb,2020
2020-02-23,S08000017,NA,4,All,d,79,55,43.6,NHS Dumfries and Galloway,Feb,2020
2020-02-23,S08000017,NA,5,All,d,23,29.5,-22,NHS Dumfries and Galloway,Feb,2020
2020-02-23,S08000019,NA,1,All,d,147,330.5,-55.5,NHS Forth Valley,Feb,2020
2020-02-23,S08000019,NA,2,All,d,185,358,-48.3,NHS Forth Valley,Feb,2020
2020-02-23,S08000019,NA,3,All,d,180,282.5,-36.3,NHS Forth Valley,Feb,2020
2020-02-23,S08000019,NA,4,All,d,124,250.5,-50.5,NHS Forth Valley,Feb,2020
2020-02-23,S08000019,NA,5,All,d,108,165.5,-34.7,NHS Forth Valley,Feb,2020
2020-02-23,S08000020,NA,1,All,d,101,112,-9.8,NHS Grampian,Feb,2020
2020-02-23,S08000020,NA,2,All,d,235,269,-12.6,NHS Grampian,Feb,2020
2020-02-23,S08000020,NA,3,All,d,304,298,2,NHS Grampian,Feb,2020
2020-02-23,S08000020,NA,4,All,d,374,358.5,4.3,NHS Grampian,Feb,2020
2020-02-23,S08000020,NA,5,All,d,321,296.5,8.3,NHS Grampian,Feb,2020
2020-02-23,S08000022,NA,1,All,d,89,89.5,-0.6,NHS Highland,Feb,2020
2020-02-23,S08000022,NA,2,All,d,185,169.5,9.1,NHS Highland,Feb,2020
2020-02-23,S08000022,NA,3,All,d,268,283,-5.3,NHS Highland,Feb,2020
2020-02-23,S08000022,NA,4,All,d,183,195,-6.2,NHS Highland,Feb,2020
2020-02-23,S08000022,NA,5,All,d,47,44.5,5.6,NHS Highland,Feb,2020
2020-02-23,S08000024,NA,1,All,d,361,348,3.7,NHS Lothian,Feb,2020
2020-02-23,S08000024,NA,2,All,d,616,560,10,NHS Lothian,Feb,2020
2020-02-23,S08000024,NA,3,All,d,403,379,6.3,NHS Lothian,Feb,2020
2020-02-23,S08000024,NA,4,All,d,431,351.5,22.6,NHS Lothian,Feb,2020
2020-02-23,S08000024,NA,5,All,d,529,501.5,5.5,NHS Lothian,Feb,2020
2020-02-23,S08000025,NA,2,All,d,10,9,11.1,NHS Orkney,Feb,2020
2020-02-23,S08000025,NA,3,All,d,8,8,0,NHS Orkney,Feb,2020
2020-02-23,S08000025,NA,4,All,d,28,19,47.4,NHS Orkney,Feb,2020
2020-02-23,S08000026,NA,3,All,d,14,13,7.7,NHS Shetland,Feb,2020
2020-02-23,S08000026,NA,4,All,d,17,18,-5.6,NHS Shetland,Feb,2020
2020-02-23,S08000028,NA,2,All,d,18,16.5,9.1,NHS Western Isles,Feb,2020
2020-02-23,S08000028,NA,3,All,d,67,72,-6.9,NHS Western Isles,Feb,2020
2020-02-23,S08000029,NA,1,All,d,255,265.5,-4,NHS Fife,Feb,2020
2020-02-23,S08000029,NA,2,All,d,255,250.5,1.8,NHS Fife,Feb,2020
2020-02-23,S08000029,NA,3,All,d,178,179.5,-0.8,NHS Fife,Feb,2020
2020-02-23,S08000029,NA,4,All,d,153,155.5,-1.6,NHS Fife,Feb,2020
2020-02-23,S08000029,NA,5,All,d,130,128,1.6,NHS Fife,Feb,2020
2020-02-23,S08000030,NA,1,All,d,257,265.5,-3.2,NHS Tayside,Feb,2020
2020-02-23,S08000030,NA,2,All,d,248,255.5,-2.9,NHS Tayside,Feb,2020
2020-02-23,S08000030,NA,3,All,d,262,220,19.1,NHS Tayside,Feb,2020
2020-02-23,S08000030,NA,4,All,d,318,290.5,9.5,NHS Tayside,Feb,2020
2020-02-23,S08000030,NA,5,All,d,206,213,-3.3,NHS Tayside,Feb,2020
2020-02-23,S08000031,NA,1,All,d,1666,1663.5,0.2,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-23,S08000031,NA,2,All,d,881,835,5.5,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-23,S08000031,NA,3,All,d,603,594,1.5,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-23,S08000031,NA,4,All,d,520,520,0,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-23,S08000031,NA,5,All,d,541,592.5,-8.7,NHS Greater Glasgow and Clyde,Feb,2020
2020-02-23,S08000032,NA,1,All,d,561,650,-13.7,NHS Lanarkshire,Feb,2020
2020-02-23,S08000032,NA,2,All,d,464,503,-7.8,NHS Lanarkshire,Feb,2020
2020-02-23,S08000032,NA,3,All,d,288,293,-1.7,NHS Lanarkshire,Feb,2020
2020-02-23,S08000032,NA,4,All,d,225,238.5,-5.7,NHS Lanarkshire,Feb,2020
2020-02-23,S08000032,NA,5,All,d,161,158,1.9,NHS Lanarkshire,Feb,2020
2020-02-23,S92000003,d,1,All,d,3914,4226.5,-7.4,Scotland,Feb,2020
2020-02-23,S92000003,d,2,All,d,3520,3695,-4.7,Scotland,Feb,2020
2020-02-23,S92000003,d,3,All,d,2991,3093.5,-3.3,Scotland,Feb,2020
2020-02-23,S92000003,d,4,All,d,2637,2660,-0.9,Scotland,Feb,2020
2020-02-23,S92000003,d,5,All,d,2196,2251,-2.4,Scotland,Feb,2020
2020-03-01,S08000015,NA,1,All,d,396,455.5,-13.1,NHS Ayrshire and Arran,Mar,2020
2020-03-01,S08000015,NA,2,All,d,276,286.5,-3.7,NHS Ayrshire and Arran,Mar,2020
2020-03-01,S08000015,NA,3,All,d,167,178.5,-6.4,NHS Ayrshire and Arran,Mar,2020
2020-03-01,S08000015,NA,4,All,d,115,132,-12.9,NHS Ayrshire and Arran,Mar,2020
2020-03-01,S08000015,NA,5,All,d,124,109.5,13.2,NHS Ayrshire and Arran,Mar,2020
2020-03-01,S08000016,NA,1,All,d,20,20.5,-2.4,NHS Borders,Mar,2020
2020-03-01,S08000016,NA,2,All,d,57,48,18.8,NHS Borders,Mar,2020
2020-03-01,S08000016,NA,3,All,d,105,95,10.5,NHS Borders,Mar,2020
2020-03-01,S08000016,NA,4,All,d,57,56,1.8,NHS Borders,Mar,2020
2020-03-01,S08000016,NA,5,All,d,22,14,57.1,NHS Borders,Mar,2020
2020-03-01,S08000017,NA,1,All,d,38,50,-24,NHS Dumfries and Galloway,Mar,2020
2020-03-01,S08000017,NA,2,All,d,134,112,19.6,NHS Dumfries and Galloway,Mar,2020
2020-03-01,S08000017,NA,3,All,d,164,153,7.2,NHS Dumfries and Galloway,Mar,2020
2020-03-01,S08000017,NA,4,All,d,57,63,-9.5,NHS Dumfries and Galloway,Mar,2020
2020-03-01,S08000017,NA,5,All,d,32,27,18.5,NHS Dumfries and Galloway,Mar,2020
2020-03-01,S08000019,NA,1,All,d,177,289.5,-38.9,NHS Forth Valley,Mar,2020
2020-03-01,S08000019,NA,2,All,d,206,301.5,-31.7,NHS Forth Valley,Mar,2020
2020-03-01,S08000019,NA,3,All,d,155,275.5,-43.7,NHS Forth Valley,Mar,2020
2020-03-01,S08000019,NA,4,All,d,134,216.5,-38.1,NHS Forth Valley,Mar,2020
2020-03-01,S08000019,NA,5,All,d,110,171.5,-35.9,NHS Forth Valley,Mar,2020
2020-03-01,S08000020,NA,1,All,d,114,101,12.9,NHS Grampian,Mar,2020
2020-03-01,S08000020,NA,2,All,d,248,262,-5.3,NHS Grampian,Mar,2020
2020-03-01,S08000020,NA,3,All,d,275,285,-3.5,NHS Grampian,Mar,2020
2020-03-01,S08000020,NA,4,All,d,386,367.5,5,NHS Grampian,Mar,2020
2020-03-01,S08000020,NA,5,All,d,296,293.5,0.9,NHS Grampian,Mar,2020
2020-03-01,S08000022,NA,1,All,d,92,96,-4.2,NHS Highland,Mar,2020
2020-03-01,S08000022,NA,2,All,d,184,166.5,10.5,NHS Highland,Mar,2020
2020-03-01,S08000022,NA,3,All,d,269,287.5,-6.4,NHS Highland,Mar,2020
2020-03-01,S08000022,NA,4,All,d,192,187,2.7,NHS Highland,Mar,2020
2020-03-01,S08000022,NA,5,All,d,39,47,-17,NHS Highland,Mar,2020
2020-03-01,S08000024,NA,1,All,d,375,338.5,10.8,NHS Lothian,Mar,2020
2020-03-01,S08000024,NA,2,All,d,620,517.5,19.8,NHS Lothian,Mar,2020
2020-03-01,S08000024,NA,3,All,d,426,372,14.5,NHS Lothian,Mar,2020
2020-03-01,S08000024,NA,4,All,d,414,348.5,18.8,NHS Lothian,Mar,2020
2020-03-01,S08000024,NA,5,All,d,578,453,27.6,NHS Lothian,Mar,2020
2020-03-01,S08000025,NA,2,All,d,9,5,80,NHS Orkney,Mar,2020
2020-03-01,S08000025,NA,3,All,d,9,5,80,NHS Orkney,Mar,2020
2020-03-01,S08000025,NA,4,All,d,23,25,-8,NHS Orkney,Mar,2020
2020-03-01,S08000026,NA,3,All,d,17,19,-10.5,NHS Shetland,Mar,2020
2020-03-01,S08000026,NA,4,All,d,17,19,-10.5,NHS Shetland,Mar,2020
2020-03-01,S08000028,NA,2,All,d,17,14.5,17.2,NHS Western Isles,Mar,2020
2020-03-01,S08000028,NA,3,All,d,53,61.5,-13.8,NHS Western Isles,Mar,2020
2020-03-01,S08000029,NA,1,All,d,229,223,2.7,NHS Fife,Mar,2020
2020-03-01,S08000029,NA,2,All,d,254,223.5,13.6,NHS Fife,Mar,2020
2020-03-01,S08000029,NA,3,All,d,174,162,7.4,NHS Fife,Mar,2020
2020-03-01,S08000029,NA,4,All,d,158,141,12.1,NHS Fife,Mar,2020
2020-03-01,S08000029,NA,5,All,d,124,112,10.7,NHS Fife,Mar,2020
2020-03-01,S08000030,NA,1,All,d,286,239.5,19.4,NHS Tayside,Mar,2020
2020-03-01,S08000030,NA,2,All,d,230,217,6,NHS Tayside,Mar,2020
2020-03-01,S08000030,NA,3,All,d,274,230.5,18.9,NHS Tayside,Mar,2020
2020-03-01,S08000030,NA,4,All,d,296,301,-1.7,NHS Tayside,Mar,2020
2020-03-01,S08000030,NA,5,All,d,208,189,10.1,NHS Tayside,Mar,2020
2020-03-01,S08000031,NA,1,All,d,1628,1484.5,9.7,NHS Greater Glasgow and Clyde,Mar,2020
2020-03-01,S08000031,NA,2,All,d,803,762.5,5.3,NHS Greater Glasgow and Clyde,Mar,2020
2020-03-01,S08000031,NA,3,All,d,590,489,20.7,NHS Greater Glasgow and Clyde,Mar,2020
2020-03-01,S08000031,NA,4,All,d,505,481.5,4.9,NHS Greater Glasgow and Clyde,Mar,2020
